interest_rate,unemployment_rate,inflation_rate,gdp_growth_rate,labor_force_participation_rate,consumer_confidence_index,government_debt_to_gdp_ratio,exchange_rate,stock_market_index,housing_price_index,manufacturing_pmi,services_pmi,retail_sales_growth_rate,business_confidence_index,wage_growth_rate,exports_volume,imports_volume,government_revenue,government_spending,business_startups_rate,consumer_spending,investment_rate,savings_rate,tax_revenue,interest_coverage_ratio,bankruptcies_rate,business_closures_rate,consumer_debt_to_income_ratio,government_deficit_to_gdp_ratio
6.48,4.23,-2.25,4.19,36.52,5.56,169.13,0.6351,14398.83,291.1,50.46,35.18,10.08,84.43,3.48,204932,53472,715495800,40502592,10.92,716735.35,59.67,63.35,22650929,65.68,6.31,7.16,457.37,7.77
3.63,4.76,1.59,-8.02,14.8,82.39,119.37,2.3729,21577.5,460.98,52.04,91.19,-8.69,198.07,6.45,653001,396218,398575900,177596957,77.24,936227.05,38.21,96.82,72067549,95.02,7.26,6.84,315.51,2.7
7.8,15.91,3.94,3.59,40.96,165.26,4.18,2.8243,40647.18,393.41,67.01,84.88,-5.43,148.07,4.84,44375,36283,987221651,818004947,35.35,598789.58,9.57,75.16,31567500,81.24,3.93,5.92,360.33,1.66
5.44,2.05,-0.55,-6.56,7.07,59.68,144.98,2.3203,14192.92,66.85,22.9,95.36,-3.44,98.39,0.34,574135,927576,235029408,534499709,49.89,264354.46,90.34,75.78,48131334,80.16,9.09,3.61,309.57,4.58
4.16,0.79,-1.63,-1.35,47.77,69.94,18.06,0.4997,25912.7,262.63,84.09,35.69,13.86,40.67,0.52,818827,860932,360073973,35652519,1.43,202013.95,14.94,96.97,98020820,54.89,6.48,3.51,431.09,8.64
3.88,11.11,1.8,5.0,68.69,118.21,133.02,0.0158,35165.87,135.69,24.99,92.46,-19.6,38.6,2.54,249679,934499,10006937,172594993,23.52,310859.01,71.1,80.2,68335252,92.44,6.66,8.78,369.89,5.27
7.89,8.13,-0.26,5.7,28.79,152.61,103.11,1.4187,12233.38,194.78,16.77,37.92,-5.76,112.93,9.33,715291,74589,738888199,551610747,13.9,11304.54,74.13,29.58,76226539,50.7,0.21,7.96,266.94,5.23
1.6,3.22,0.57,4.24,89.23,153.87,107.36,1.4315,19260.76,69.27,79.66,68.32,9.45,101.97,8.55,337693,368514,307077607,16764089,63.81,896943.57,81.98,15.54,78208225,69.2,7.79,0.42,438.58,3.74
5.19,1.0,2.46,-5.64,98.17,72.48,35.4,0.1089,30033.55,480.85,33.9,41.07,16.37,177.41,0.75,517749,47276,173618103,593038373,69.4,526083.94,42.45,40.04,25070025,7.63,0.59,4.0,357.61,4.06
6.37,13.82,1.33,-0.81,24.2,178.29,106.23,0.1275,21176.59,145.53,76.68,37.6,7.29,58.11,0.68,762635,675425,770095490,385959803,72.5,65666.04,85.59,43.04,89465136,34.44,9.66,6.35,61.97,5.98
3.04,14.74,-3.55,-8.49,84.84,188.68,50.11,1.8544,9458.87,369.0,12.27,19.27,14.41,7.18,1.52,233668,683976,624614721,388006814,25.25,684016.09,99.4,74.19,46946758,78.99,6.66,2.74,316.52,3.19
2.27,16.76,-0.65,9.74,37.39,116.31,50.08,0.9348,39512.54,123.88,8.12,67.02,-14.18,110.57,3.37,480601,448549,632103385,670093271,68.14,304797.18,92.35,23.47,60257673,93.68,9.7,0.99,106.6,1.07
3.16,14.25,-3.9,-1.46,25.5,123.04,94.4,1.4383,31257.83,318.57,1.04,43.31,-5.67,49.69,3.22,188440,599651,446303284,152283552,65.43,756181.52,48.99,75.35,86060640,42.78,4.92,5.51,303.38,0.15
7.1,11.93,-1.61,-9.8,46.96,66.59,13.55,1.8475,41884.15,64.57,83.69,1.68,-10.33,142.75,2.47,984471,282695,332861005,293558578,40.51,688422.05,7.76,54.07,43713332,79.89,2.58,0.36,329.08,4.59
7.36,9.98,1.14,7.23,57.66,31.98,192.64,1.2879,29063.91,125.56,37.63,91.64,9.47,10.81,6.77,847995,881024,349246954,670284538,79.83,5073.78,66.44,68.92,25363997,3.53,9.25,4.87,196.25,8.6
0.77,14.64,-0.59,-6.17,82.69,14.1,136.48,0.7902,18461.84,77.74,4.62,76.65,-14.26,158.65,7.78,643061,952733,196429297,863946049,12.91,764808.75,20.09,86.14,25635530,84.35,6.73,1.51,231.23,4.4
5.66,5.39,4.07,-6.03,48.02,9.24,49.54,2.7969,20398.04,177.8,48.51,65.43,16.27,78.03,6.49,782416,344301,805784302,310890182,73.0,318830.77,20.19,11.76,22235127,19.31,5.08,9.94,187.65,1.59
7.75,0.38,-1.44,-5.11,25.16,106.46,80.92,0.3241,47787.33,241.7,60.92,73.64,-11.97,180.44,7.06,22116,445909,874559700,77261533,5.92,829523.75,43.57,6.08,8278098,60.65,8.98,5.91,347.49,8.2
6.19,10.92,-4.16,-8.18,2.92,62.27,70.09,2.7354,35496.21,117.78,18.52,37.13,10.77,173.76,4.81,279067,180100,484124110,705105197,16.19,630727.46,79.84,50.11,34593731,53.27,0.79,2.75,175.98,7.12
8.96,12.86,3.3,1.05,99.17,8.19,122.6,1.7158,25300.99,353.4,27.06,47.41,-1.89,137.76,2.46,155914,289393,825389465,407872641,12.28,61965.59,83.61,6.08,59112965,80.11,4.24,7.86,12.68,8.75
5.32,3.42,-3.06,9.85,45.29,92.77,81.98,2.5132,34977.88,321.56,56.16,53.41,-19.83,101.58,8.58,489801,787794,861056717,569249828,8.47,66412.71,92.12,55.47,79429069,42.45,0.5,3.68,476.11,2.75
2.62,12.94,4.79,7.3,81.86,146.15,122.65,2.951,17164.94,360.19,25.42,76.93,1.43,122.43,8.6,150638,438816,997290832,314835573,64.06,947243.69,73.71,81.83,3261920,82.62,9.37,7.21,161.4,3.36
4.62,13.97,0.94,0.92,19.8,117.04,44.64,1.1747,2870.63,133.38,66.4,6.4,-3.08,90.08,3.25,267254,642336,248558995,314667025,58.05,118091.36,91.99,51.97,94774766,45.7,7.03,5.98,286.59,3.49
6.46,19.1,1.28,4.95,49.0,68.17,174.26,1.6665,28993.69,239.95,54.12,81.89,-14.11,14.08,5.25,523846,344229,272873030,55207402,90.21,887012.65,0.04,84.17,34752723,73.65,2.72,9.83,274.86,6.04
0.23,17.93,-3.9,7.98,79.84,50.15,191.05,2.1439,22733.72,491.01,58.22,42.62,11.12,28.85,1.14,928505,980576,263950493,472468270,69.29,844375.89,37.01,28.78,56357203,23.17,3.26,4.1,343.71,4.97
1.98,10.61,-4.02,2.52,58.03,81.69,198.59,1.4142,45287.96,470.81,82.48,52.72,17.13,164.11,9.44,834490,432223,766216809,323543325,74.14,62221.54,24.61,18.32,60295319,8.18,8.18,6.85,422.64,2.95
6.83,16.92,0.21,6.99,4.93,181.58,20.76,0.8887,9197.14,266.3,51.46,10.05,-2.07,177.15,7.03,771327,461101,829649251,474459509,93.57,781647.21,25.9,84.91,17266487,61.54,7.06,0.12,78.77,0.28
0.89,1.34,-3.38,7.03,73.5,199.19,111.6,0.2959,7675.26,375.51,48.5,95.66,12.71,195.49,9.81,96277,898915,224112539,501680361,79.29,21690.97,37.96,23.13,85689786,37.55,0.7,3.92,380.74,9.73
6.48,14.6,-1.29,1.27,98.0,111.54,187.89,1.7105,11980.66,301.96,41.99,63.92,7.03,54.13,2.28,401693,95518,220987312,581989104,35.11,183016.2,94.38,94.1,44067702,6.75,1.26,7.8,259.87,9.13
1.12,14.35,3.81,9.69,65.39,148.87,71.7,2.5953,46979.53,355.29,75.91,32.58,-15.95,174.23,7.02,447210,75633,580850252,778476509,35.56,939050.22,16.53,59.74,21413618,63.23,9.41,7.83,320.22,8.23
0.94,6.4,-2.54,-0.99,37.22,50.8,20.96,2.855,5268.48,389.74,93.46,21.89,-16.6,95.41,0.61,253103,723347,779459062,771628821,45.01,26348.63,55.18,90.77,73494432,64.65,6.82,1.29,222.01,9.09
8.03,12.21,-4.84,-3.53,19.05,108.87,90.39,1.5797,32424.0,113.99,44.63,65.27,-4.16,14.17,9.58,810144,979826,378107599,869136787,12.61,296377.25,24.45,5.41,55476951,8.31,0.72,5.61,497.06,2.65
6.52,5.19,2.76,-4.63,26.25,16.91,41.99,0.391,30300.45,410.05,63.16,70.61,-11.43,33.79,0.04,89361,558285,290315028,975130078,48.82,872231.35,15.85,52.7,7607088,29.58,5.01,9.79,432.1,7.05
1.34,12.78,0.45,7.61,98.76,50.11,159.38,0.96,4616.85,414.44,42.68,68.64,-4.35,79.16,0.21,34869,154498,713105211,360164038,85.89,956262.71,30.02,29.63,15941126,57.21,2.41,0.09,410.48,9.42
5.49,9.93,4.12,-0.85,54.59,149.16,81.04,2.1886,28289.26,280.69,80.26,66.59,-3.07,90.63,9.09,236516,895644,117973291,806709919,7.75,239074.66,26.18,55.17,36391121,8.83,5.61,2.57,94.81,6.64
0.31,4.93,-3.39,-5.24,50.66,22.1,119.51,1.6614,23110.84,469.1,87.17,16.33,9.31,91.5,0.23,605770,103865,890481365,516214848,51.76,136706.14,45.35,78.92,55234807,27.38,5.49,6.69,28.24,0.26
7.55,19.84,-4.86,-3.22,72.98,173.62,83.08,2.0261,35342.76,368.52,32.62,58.95,13.69,49.55,9.1,353830,175968,490494137,183689411,66.98,409873.99,16.88,6.94,40047830,57.41,4.53,8.19,291.62,6.06
5.15,1.21,1.86,-8.71,65.25,9.52,16.66,1.6509,45778.03,159.33,92.62,77.69,-1.21,147.55,2.18,679964,858768,186138252,754541555,88.13,992545.13,2.43,98.08,24669894,48.29,5.63,4.43,177.64,5.31
4.73,3.53,-3.21,5.54,79.71,53.38,87.3,2.5843,37259.21,83.45,62.17,22.77,10.63,47.63,3.06,551464,563616,708666898,206566209,21.46,365239.67,17.48,97.09,62400446,13.2,3.29,7.48,45.69,0.22
2.14,17.68,3.08,-3.99,54.25,172.76,45.34,0.4297,20502.77,304.15,10.42,31.93,-9.26,66.29,7.26,236419,725387,407890912,7687929,22.75,629088.15,4.21,59.67,35700993,15.04,9.49,3.91,58.97,2.05
1.09,17.77,-3.42,-0.65,17.34,33.56,73.91,0.3497,9935.93,164.98,96.23,14.0,-16.81,75.22,1.6,550159,108775,787050499,631438968,51.37,5612.96,75.1,47.58,47607341,0.72,3.58,7.07,301.01,6.84
8.51,7.74,0.23,9.64,48.3,159.2,118.69,0.9478,4750.75,288.2,43.98,69.93,14.78,33.77,2.0,600227,986975,875483710,5484571,0.18,1036.34,7.07,42.46,50639367,73.34,9.41,7.12,180.48,8.26
5.99,0.82,4.02,9.38,20.88,190.93,157.91,2.9706,32103.94,223.01,96.54,63.41,2.24,83.06,6.53,79685,338781,383288019,21047076,28.55,675797.69,91.98,81.98,96845328,7.09,8.51,9.93,454.78,7.09
3.47,1.98,4.18,3.6,85.12,159.59,159.84,0.4814,460.13,305.78,93.05,43.47,4.05,186.43,0.7,776138,356376,591741792,348741452,71.47,881922.76,79.77,92.85,25350403,57.52,3.43,6.03,282.24,1.72
8.23,8.48,3.03,-6.13,91.57,194.87,68.12,2.7486,3819.14,173.05,24.5,0.6,9.79,13.61,3.05,517044,968890,228902019,682178233,79.66,328419.79,24.27,27.0,57313683,56.51,8.64,7.42,370.77,6.08
8.41,4.9,-1.59,9.23,59.39,184.17,91.39,0.4678,34453.38,330.37,20.29,53.29,9.16,187.24,2.5,198419,371639,333762688,823392431,81.17,164795.13,59.89,32.86,13300358,13.29,2.72,2.9,105.02,2.45
0.48,12.22,-3.67,7.32,65.92,66.76,175.86,0.2029,23442.62,461.08,7.59,9.01,-1.47,10.99,5.53,674737,494271,405660062,576412847,74.84,661844.95,47.09,70.7,41535144,27.23,3.66,5.16,217.6,9.03
2.44,7.2,0.49,9.7,26.89,178.05,189.34,2.6136,8480.48,110.54,11.6,15.55,-13.81,101.41,7.77,917904,499385,669445985,819650522,13.91,589478.97,2.11,84.62,4741644,34.81,9.8,9.99,61.08,5.44
9.72,16.21,4.54,-0.39,52.57,50.42,23.36,0.1808,6443.81,412.14,75.3,63.61,5.43,187.59,8.57,479157,790780,265655702,546207353,44.77,561446.87,79.73,63.51,29158228,4.93,0.09,3.78,226.46,5.25
6.64,15.22,1.09,3.61,77.8,120.39,194.35,0.1367,26732.49,385.49,45.23,83.68,-16.62,199.36,9.94,179887,824611,301357361,441301949,30.13,472304.93,19.42,95.75,39026912,14.74,1.3,3.18,465.88,2.51
9.48,11.63,-4.88,-8.91,20.88,16.18,199.6,2.4747,28888.75,158.95,57.6,29.16,12.83,134.29,8.96,704065,757614,486493971,804981955,2.0,790824.85,67.0,69.97,39927431,52.96,7.37,9.65,284.35,5.49
5.2,13.59,2.39,0.21,49.84,53.06,51.39,2.3228,1707.04,181.28,35.34,96.02,2.75,4.46,8.01,196267,781113,204120785,865605140,19.03,966624.43,70.98,95.0,28402275,65.06,5.44,8.23,326.35,5.28
5.13,1.71,3.62,-3.11,89.5,115.43,143.21,2.2563,47682.87,369.56,77.11,44.81,17.55,7.32,5.16,330773,598582,302635894,999040513,98.3,441982.31,6.97,42.12,49160696,21.84,7.27,3.97,87.09,4.74
5.03,2.63,0.7,-6.89,8.99,1.69,189.34,0.8227,36955.66,194.02,87.69,63.7,3.77,68.94,1.68,199481,916869,822756920,134870081,21.89,404038.14,46.29,92.34,15172068,90.18,7.67,2.58,444.01,6.6
6.0,17.82,3.63,-4.76,31.25,153.4,77.27,2.6791,15814.32,230.05,73.17,24.18,3.8,54.32,0.33,86071,8739,653466756,905408940,2.53,605561.72,3.58,25.91,940715,76.23,3.84,5.74,337.93,2.67
5.73,14.54,2.73,-7.75,17.55,129.67,43.24,2.6858,26356.53,247.92,27.47,83.73,15.56,185.06,1.25,395236,580111,712170398,694058847,65.57,371529.96,75.76,83.45,95641855,82.37,3.59,9.44,429.84,1.05
2.16,1.1,0.22,1.29,5.69,60.84,138.67,1.8782,48164.74,223.53,7.51,70.32,7.39,139.4,5.92,750645,335236,320338019,703672457,40.99,725949.61,86.14,94.03,60640293,63.0,4.66,9.54,417.97,5.38
2.49,4.95,-1.39,-8.05,65.98,42.57,198.95,2.3905,1860.16,85.19,46.82,34.32,7.88,184.45,5.96,587041,9327,426897105,551159703,58.13,6341.1,58.99,66.56,48638227,11.15,5.5,3.89,391.44,4.14
9.97,3.54,-2.0,3.86,77.9,183.08,184.5,2.1857,38894.47,467.84,63.54,53.93,0.08,90.44,3.01,930001,242561,956439288,55605547,36.68,619019.02,35.45,56.36,86463427,1.42,7.83,5.59,356.77,6.1
7.22,15.12,-2.61,9.73,41.37,25.93,11.55,1.2292,4107.83,259.86,1.54,80.68,8.61,120.33,9.65,140983,224015,422777966,278411912,29.96,370135.17,89.67,36.16,27398951,71.47,5.65,2.8,186.99,9.21
5.16,12.98,-1.11,0.28,39.93,182.02,30.39,2.6561,40991.7,461.13,65.77,18.17,-8.31,100.88,7.1,624790,639570,192908220,785761423,18.19,506281.61,71.43,95.16,28084872,23.99,1.53,8.5,478.13,3.95
2.78,2.16,-2.11,7.76,33.16,98.55,52.25,0.6532,1982.19,364.26,44.0,3.64,-10.55,17.6,6.38,549981,507187,343029743,551024461,25.99,882655.68,43.26,50.58,81709468,52.86,7.39,8.74,230.87,8.03
5.59,3.96,0.68,0.41,4.51,165.94,179.1,1.3401,15146.38,264.27,2.49,55.76,-3.06,95.05,0.62,512652,67399,241315981,789418943,31.24,502007.34,43.55,45.75,44326559,89.68,6.65,2.42,334.76,6.85
5.48,17.55,-4.01,0.95,62.88,2.87,192.37,2.9772,46185.63,307.14,37.32,88.14,8.48,129.77,8.34,284924,252963,43638251,640799769,28.26,397148.51,2.6,87.82,41557325,47.31,8.2,9.03,41.36,2.06
6.93,1.91,-2.25,2.61,3.1,13.12,166.97,2.2568,35395.57,86.95,6.94,30.87,2.54,89.57,6.73,712170,11454,598696344,668830939,11.46,630591.8,8.83,15.68,10206725,56.46,1.74,4.84,393.0,3.68
2.58,2.64,2.16,-6.13,80.88,13.55,86.35,1.2172,28903.95,492.05,39.48,97.98,-13.84,102.87,3.83,517111,100141,94405417,656554755,20.85,888495.3,95.77,96.25,61682984,69.05,9.54,8.31,92.55,8.38
3.65,6.41,-1.46,-6.45,97.43,41.41,190.47,1.9066,38617.66,207.63,40.38,64.36,15.52,32.83,6.47,553950,851452,271345757,667000537,68.25,522438.22,52.06,62.06,55949465,19.81,4.02,8.71,236.74,9.35
1.4,3.35,-2.33,-8.83,93.32,69.38,185.44,2.4501,41101.74,438.73,82.96,81.95,-8.36,103.97,5.05,619462,989555,251419420,668605367,3.43,416651.74,53.12,97.17,29416731,78.31,1.49,7.27,50.39,6.75
6.21,15.58,4.03,4.41,1.55,58.66,84.33,2.3766,44004.55,242.64,57.59,47.18,-10.46,122.51,5.91,302303,977679,608890345,928400372,61.3,205642.8,1.38,16.13,58791330,19.68,5.21,5.6,146.68,9.35
7.85,12.69,-1.73,-5.84,91.2,179.51,176.33,1.556,36495.09,346.72,34.39,71.19,-9.61,73.27,5.92,807451,584049,946952523,599056751,43.55,508917.24,10.12,72.88,32880510,49.62,0.53,4.12,420.36,8.85
5.89,14.85,-0.72,1.29,97.17,3.05,99.99,0.5883,39416.53,474.58,69.15,2.95,11.97,4.66,6.49,368109,335343,529674828,354043669,53.5,153263.58,11.41,20.87,7883545,23.78,6.1,2.67,419.04,5.17
5.82,12.68,2.87,-6.9,57.59,18.25,33.05,0.3488,35652.14,71.29,74.57,97.15,10.36,78.0,6.71,373662,898003,208751211,431763148,85.16,690702.19,36.27,55.72,56647486,18.09,9.43,0.65,246.44,9.37
6.67,2.0,-1.96,8.95,29.23,91.9,96.32,1.3048,4994.31,201.17,37.83,21.76,-1.09,110.49,2.71,758077,813161,980313266,247610777,95.56,743008.95,1.07,76.63,6241591,72.48,6.64,8.19,142.84,8.02
4.07,0.74,-3.33,-1.97,36.89,117.59,121.73,1.1614,4181.47,426.17,65.77,71.41,-10.21,12.6,4.85,262266,760795,914026443,347143253,44.15,253347.28,82.72,92.51,78418665,95.45,3.09,1.83,422.38,8.23
6.54,11.11,-0.99,-0.75,3.05,19.19,159.27,2.4246,28115.24,411.0,59.76,88.88,-17.85,29.1,5.33,579032,848128,415627326,300510673,20.39,772720.74,71.15,5.02,64983154,53.1,5.93,0.71,343.21,0.57
6.5,15.4,-3.11,9.14,79.2,72.49,190.47,2.5968,18115.33,162.55,41.01,18.55,3.67,116.17,0.48,488836,258008,941569710,774107396,53.52,779936.98,51.41,75.85,65308834,23.39,3.22,9.47,300.91,4.09
3.33,0.11,1.49,1.88,10.54,118.13,18.32,1.0632,19288.08,231.02,98.22,70.03,-15.19,163.07,8.04,504515,209835,188762860,131520851,50.58,634018.35,22.82,21.08,62849500,72.3,5.99,3.8,182.7,9.72
0.86,8.91,-3.61,9.22,48.97,5.41,56.69,0.3697,29606.78,361.3,6.38,50.68,-1.97,55.01,5.39,101871,958772,164123824,393819402,4.93,19705.43,61.25,77.79,38527011,71.82,7.37,4.44,334.83,8.75
8.29,7.62,-0.55,-9.16,19.77,39.75,171.5,1.6277,43911.8,124.71,51.95,31.08,8.37,99.21,2.18,887329,961612,226569111,773233698,54.68,770710.59,38.32,60.76,88056048,50.35,2.97,9.17,75.13,4.13
3.37,19.01,2.26,8.58,48.53,63.67,2.38,0.2016,31175.63,312.62,1.99,82.94,-16.28,22.98,2.77,232180,969806,225585925,489731770,55.66,535994.46,80.02,83.1,16904104,29.27,3.84,7.62,86.9,8.32
1.4,11.06,4.59,-7.81,98.95,127.08,48.85,2.5134,31427.36,437.14,95.07,68.46,-6.71,152.87,9.11,866163,702015,907314284,869616522,81.59,445511.81,59.99,90.71,36712618,79.1,5.88,4.55,298.34,5.35
2.41,17.52,-2.79,-2.59,3.98,73.98,48.87,0.0761,6101.79,122.85,38.82,7.61,9.46,154.33,1.64,555467,797623,679471827,948234672,77.58,437962.68,68.73,26.38,78868420,89.8,6.93,6.58,300.22,5.48
6.28,8.57,-1.21,5.35,30.03,155.18,77.56,0.7029,46305.45,477.86,97.54,43.83,2.17,53.09,2.05,856131,901361,183946199,956288571,35.67,170812.98,82.81,9.94,81916692,2.6,1.95,7.38,401.46,5.84
8.07,7.11,4.94,8.06,14.56,149.79,173.13,2.4813,47316.78,371.49,94.68,27.19,-12.11,80.83,6.04,590439,63077,847360393,358178626,56.15,608407.89,0.9,58.79,31846294,22.18,3.25,5.87,83.2,5.0
3.09,7.97,1.49,-8.53,72.55,131.71,194.1,1.3628,10293.24,82.78,83.42,86.31,-7.24,197.94,5.33,741636,318694,684918513,591112919,5.01,714492.26,37.97,12.83,10204786,57.15,6.43,6.42,83.35,2.36
9.27,2.89,-4.5,3.44,88.43,36.62,178.58,2.4187,9357.15,130.14,40.04,65.94,-0.36,144.77,7.71,247665,59092,770712704,247765022,82.15,293338.16,53.02,44.4,74821297,9.88,2.04,6.62,441.08,6.53
4.2,14.75,1.47,7.47,27.9,94.4,142.04,1.8442,2378.2,397.23,42.08,80.23,0.4,135.18,4.53,843592,911483,155267100,849725876,53.12,229487.26,45.15,55.95,34197934,55.37,0.71,3.09,411.32,9.09
8.57,18.47,1.37,-5.28,40.94,71.73,145.15,2.3275,42416.34,146.52,99.76,52.97,-19.61,93.22,1.3,230916,28774,426064798,237613821,66.52,836977.81,46.26,98.81,88277778,68.82,5.5,1.36,1.53,2.07
3.21,12.55,-2.3,5.66,88.94,42.4,162.95,2.6495,11185.92,238.34,91.07,90.41,-4.35,188.92,4.74,879495,896399,375095219,698480500,76.2,617436.91,51.52,45.14,91363555,64.36,3.77,9.04,354.96,0.54
6.81,15.28,-1.57,7.59,90.97,122.55,177.52,0.1509,8146.68,139.27,58.14,98.41,17.5,93.3,6.99,314873,532484,767559069,858104739,3.56,463033.91,23.01,58.84,22747049,63.78,6.32,2.98,170.15,3.08
1.03,2.72,-2.34,-2.65,90.96,180.89,144.25,2.7429,31474.85,255.41,32.05,25.21,6.02,141.7,6.28,151892,329445,732420769,317323096,66.47,164866.52,67.44,85.98,9476190,40.75,2.19,8.84,28.7,7.16
1.57,13.52,4.1,-4.42,76.86,15.37,109.35,1.9947,16450.75,210.45,85.82,92.07,3.7,196.65,6.85,36948,713167,651711348,758258825,54.99,306637.88,12.76,50.18,12197252,25.35,8.54,9.67,417.62,7.21
9.66,6.63,1.45,5.7,19.44,83.31,113.74,1.2634,15773.44,459.92,6.41,0.93,-5.07,144.81,9.56,273883,500462,90470695,596509485,62.5,505771.03,85.41,80.41,23416761,68.12,0.7,8.99,201.41,8.13
7.26,11.71,-3.78,-5.43,74.44,144.21,167.83,1.3993,28802.15,375.2,63.36,30.69,-8.79,52.43,2.73,273927,712062,217837635,155843147,97.8,148226.84,65.23,4.52,46561132,87.66,0.07,9.11,62.99,1.53
8.34,7.48,-1.48,-5.95,74.84,127.5,114.39,0.5504,49673.25,135.89,88.67,27.43,14.96,43.08,6.99,523781,616888,164282286,754658724,42.64,232150.67,45.98,30.14,36542554,84.02,6.71,4.01,407.29,9.36
1.24,12.47,-2.7,-8.26,81.34,176.18,168.68,2.242,31742.5,356.65,81.46,77.16,12.5,53.81,5.37,902256,506649,719155864,70067832,69.65,463587.61,20.19,44.45,75592797,61.83,3.52,1.21,451.73,8.14
9.92,7.54,2.38,-2.01,39.2,166.85,28.96,2.025,22108.39,167.42,98.51,80.72,12.32,199.06,9.93,637769,986648,568257830,388023396,70.39,148659.05,59.7,11.6,98345291,3.43,5.92,0.83,248.25,6.43
6.22,3.83,-2.5,6.44,49.11,144.36,154.83,0.4826,3292.72,340.95,43.78,41.5,-10.89,171.88,9.51,445737,506887,3191257,747179357,45.04,126411.19,49.95,14.84,87161393,89.89,7.32,8.98,162.62,5.99
9.87,10.47,2.47,-2.9,78.51,159.79,65.19,0.8769,18392.62,58.56,13.15,6.63,-11.44,105.75,3.25,123972,381948,426113378,50819691,20.68,841747.66,43.61,51.11,56467945,71.41,0.34,0.36,94.78,9.5
2.71,2.26,4.85,-5.9,51.75,177.76,138.89,0.8769,14696.0,471.28,90.29,58.84,2.79,52.79,0.11,281616,223654,644750340,854375777,66.9,234398.52,16.97,76.45,48336319,68.84,2.76,3.01,322.45,9.33
6.2,16.36,4.49,-3.89,11.17,101.41,182.64,0.1356,20551.23,140.02,48.61,9.26,-7.84,121.29,4.02,362636,904670,783757259,679929512,0.63,288261.58,31.61,27.26,74196656,46.97,8.93,6.38,430.89,9.82
0.25,14.7,2.51,-7.85,8.18,199.32,1.64,2.0948,35857.94,496.58,28.02,70.86,3.22,105.03,4.48,31176,222681,634499286,458273159,32.28,131327.03,64.73,4.85,14647477,34.71,1.97,3.58,238.92,0.28
7.38,17.14,0.44,-7.21,94.24,0.39,155.03,0.487,19136.51,174.83,85.4,96.29,-16.78,13.29,6.18,287230,596995,840669333,51992865,73.92,706764.97,76.53,24.43,10456951,22.6,1.76,6.69,459.42,0.46
8.34,16.9,-0.12,3.34,46.03,44.68,195.89,0.7379,32451.69,188.19,41.37,93.23,7.83,51.77,6.75,636607,386166,215281395,885607933,81.12,419547.29,42.91,17.29,8404463,33.42,4.52,2.47,150.3,2.41
9.4,8.15,0.34,6.58,70.75,188.94,19.51,2.2589,18921.32,253.67,86.94,48.29,5.22,152.66,2.25,249080,256475,201576185,759306359,55.57,295268.21,21.43,44.34,91779961,35.33,2.66,7.09,236.03,5.49
7.57,14.12,-0.86,-0.52,32.42,56.23,168.32,0.8944,39994.34,291.81,92.38,48.59,-17.9,109.72,6.09,496959,979269,279311192,965285982,74.38,838019.37,16.73,31.26,83200708,21.9,4.3,7.9,212.04,3.32
1.25,11.79,-2.44,3.92,98.91,124.53,16.21,1.206,25687.03,304.26,77.53,88.06,16.37,45.42,9.4,55546,2558,35379744,564647700,29.53,121089.99,92.64,40.74,74118014,43.11,5.37,0.96,140.62,3.34
7.95,5.72,3.01,-7.27,10.61,87.53,20.5,0.3255,5922.8,461.58,68.88,33.78,-7.29,112.95,2.91,655056,128344,805046755,312958131,55.85,600612.88,81.52,88.23,49288440,32.91,3.02,2.79,381.94,4.02
7.11,8.13,4.26,1.78,38.42,103.14,68.69,1.6171,46233.09,258.8,46.66,2.12,-9.58,179.12,2.5,982755,253778,876077660,142125093,56.69,517036.2,4.26,63.85,97309927,94.21,0.88,0.93,329.15,5.54
1.18,17.91,3.98,8.12,38.48,72.25,75.0,0.2723,40853.54,186.01,34.15,78.59,-8.3,148.55,8.39,518383,180586,810790591,161811574,36.1,835472.59,58.82,23.54,62926594,25.34,2.86,4.76,177.82,2.84
8.39,9.68,0.2,-4.19,15.31,34.49,21.36,0.1897,16258.9,58.35,34.79,95.39,6.99,45.88,6.78,723609,311629,308072709,248143927,44.12,754571.26,11.32,12.74,66018094,61.98,5.32,9.3,154.51,3.62
3.09,6.64,-0.54,-0.97,54.5,29.82,184.3,2.6234,8368.18,185.97,12.35,26.59,3.82,189.2,0.37,341035,61066,76644079,983651401,92.69,214010.19,50.19,95.22,99966637,91.74,7.03,1.61,300.29,7.17
4.57,0.3,0.66,4.51,91.26,133.94,126.01,2.8555,33653.69,482.01,81.78,12.62,-14.38,81.84,9.78,828925,644342,195417438,201742022,92.0,117735.11,58.41,89.99,62643036,4.48,9.28,3.08,258.75,8.96
1.63,12.86,-4.01,-1.18,24.54,62.46,35.98,2.512,14563.84,168.5,99.86,45.41,0.31,85.36,8.27,536931,787152,158904842,156842303,2.41,306268.85,98.79,51.94,63260848,75.71,5.78,1.57,34.19,7.06
7.84,19.02,4.32,5.75,35.09,160.98,81.42,2.9312,36137.51,381.46,38.52,20.88,14.31,82.81,9.86,474704,497717,183425284,817530458,5.39,682936.84,80.64,45.37,48735474,97.31,1.0,5.66,117.85,6.74
9.24,0.02,-2.2,-8.29,4.03,194.77,139.08,1.1451,31545.3,363.29,63.82,90.89,15.92,16.95,1.56,352935,647924,811293130,49795004,72.07,30753.11,51.33,18.75,70011686,28.8,0.04,3.33,144.5,4.96
